O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
51-6041.00,Shoe and Leather Workers and Repairers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.12,17,0.2830,1.5236,2.7234,N,,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,23.07,17,11.5547,7.0134,54.3834,N,,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,41.51,17,22.9202,8.7551,84.0030,Y,,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,35.42,17,23.0115,6.1025,82.2291,Y,,08/2022,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.84,19,0.1415,1.5448,2.1392,N,,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,29.86,19,12.3493,10.9775,59.5012,N,,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,56.09,19,18.9900,20.1796,86.5839,Y,,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,14.05,19,11.3081,2.2368,53.8924,N,,08/2024,Incumbent
51-6051.00,"Sewers, Hand",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.12,16,0.2338,1.6192,2.6158,N,,08/2024,Incumbent
51-6051.00,"Sewers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,14.16,16,13.4653,1.5304,63.6315,N,,08/2024,Incumbent
51-6051.00,"Sewers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,59.94,16,24.8798,14.1174,93.1586,Y,,08/2024,Incumbent
51-6051.00,"Sewers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,25.91,16,20.0358,3.6416,76.3863,Y,,08/2024,Incumbent
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.22,22,0.2159,1.7731,2.6712,N,,08/2020,Incumbent
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,20.38,22,8.4658,7.9573,43.0985,N,,08/2020,Incumbent
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,37.03,22,17.0376,11.4025,72.8822,N,,08/2020,Incumbent
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,42.59,22,17.5098,14.3347,76.6869,N,,08/2020,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.90,15,0.1773,1.5182,2.2787,N,,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,21.54,15,10.0411,7.1265,49.5388,N,,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,67.08,15,11.1354,40.8643,85.7372,N,,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,11.38,15,10.8790,1.2539,56.4932,N,,08/2023,Incumbent
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.16,21,0.1144,1.9249,2.4021,N,,08/2019,Incumbent
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.97,21,4.3857,0.7472,26.6307,N,,08/2019,Incumbent
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,73.72,21,11.5231,44.7866,90.6523,N,,08/2019,Incumbent
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,21.32,21,10.6097,6.7511,50.3382,N,,08/2019,Incumbent
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.14,20,0.2550,1.6079,2.6755,N,,08/2023,Incumbent
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,15.38,20,12.1252,2.5192,56.0941,N,,08/2023,Incumbent
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,55.08,20,18.8006,19.9947,85.7439,Y,,08/2023,Incumbent
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,29.55,20,18.8386,5.9349,73.5976,Y,,08/2023,Incumbent
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.14,23,0.0809,1.9689,2.3044,N,,08/2019,Incumbent
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,9.52,23,8.3397,1.3936,43.9321,N,,08/2019,Incumbent
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,67.30,23,16.3446,30.6070,90.5661,N,,08/2019,Incumbent
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,23.18,23,9.8354,8.7590,48.6841,N,,08/2019,Incumbent
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.58,17,0.0686,2.4392,2.7301,N,,08/2019,Incumbent
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,17,0.0000,,,N,,08/2019,Incumbent
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,41.53,17,6.8629,28.0686,56.3944,N,,08/2019,Incumbent
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,58.47,17,6.8629,43.6056,71.9314,N,,08/2019,Incumbent
51-6092.00,Fabric and Apparel Patternmakers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.19,20,0.1049,1.9669,2.4061,N,,07/2016,Incumbent
51-6092.00,Fabric and Apparel Patternmakers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,2.42,20,2.4401,0.2839,17.7467,N,,07/2016,Incumbent
51-6092.00,Fabric and Apparel Patternmakers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,76.51,20,10.5119,48.9179,91.7236,N,,07/2016,Incumbent
51-6092.00,Fabric and Apparel Patternmakers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,21.07,20,10.2152,6.8717,49.1220,N,,07/2016,Incumbent
51-6093.00,Upholsterers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.05,18,0.2312,1.5589,2.5342,N,,07/2016,Incumbent
51-6093.00,Upholsterers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,17.25,18,16.0369,1.9100,69.0490,Y,,07/2016,Incumbent
51-6093.00,Upholsterers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,60.85,18,19.7658,21.2568,89.9486,Y,,07/2016,Incumbent
51-6093.00,Upholsterers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,21.90,18,14.3292,4.5706,62.1530,N,,07/2016,Incumbent
51-7011.00,Cabinetmakers and Bench Carpenters,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.28,20,0.1947,1.8735,2.6886,N,,07/2015,Incumbent
51-7011.00,Cabinetmakers and Bench Carpenters,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.40,20,7.9445,1.9138,40.8701,N,,07/2015,Incumbent
51-7011.00,Cabinetmakers and Bench Carpenters,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,51.09,20,20.4775,15.8192,85.3044,Y,,07/2015,Incumbent
51-7011.00,Cabinetmakers and Bench Carpenters,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,38.51,20,18.3346,11.0210,75.9982,N,,07/2015,Incumbent
51-7021.00,Furniture Finishers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.25,21,0.2250,1.7787,2.7173,N,,07/2017,Incumbent
51-7021.00,Furniture Finishers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,11.34,21,7.0161,2.8945,35.4170,N,,07/2017,Incumbent
51-7021.00,Furniture Finishers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,52.53,21,13.1395,26.9337,76.8579,N,,07/2017,Incumbent
51-7021.00,Furniture Finishers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,36.14,21,17.0348,10.8213,72.5180,N,,07/2017,Incumbent
51-7031.00,"Model Makers, Wood",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.23,16,0.1251,1.9636,2.4971,N,,08/2024,Incumbent
51-7031.00,"Model Makers, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,16,0.0000,,,N,,08/2024,Incumbent
51-7031.00,"Model Makers, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,76.96,16,12.5149,42.5977,93.7655,N,,08/2024,Incumbent
51-7031.00,"Model Makers, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,23.04,16,12.5149,6.2345,57.4023,N,,08/2024,Incumbent
51-7032.00,"Patternmakers, Wood",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.44,24,0.1252,2.1858,2.7037,N,,08/2021,Incumbent
51-7032.00,"Patternmakers, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,24,0.0000,,,N,,08/2021,Incumbent
51-7032.00,"Patternmakers, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,55.52,24,12.5182,30.4319,78.0819,N,,08/2021,Incumbent
51-7032.00,"Patternmakers, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,44.48,24,12.5182,21.9181,69.5681,N,,08/2021,Incumbent
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.22,19,0.1846,1.8299,2.6058,N,,07/2013,Incumbent
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,15.45,19,9.4877,3.8189,45.6656,N,,07/2013,Incumbent
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,47.32,19,11.8125,24.9220,70.8542,N,,07/2013,Incumbent
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,37.23,19,12.2563,16.4642,64.0965,N,,07/2013,Incumbent
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.33,31,0.1308,2.0631,2.5976,N,,07/2015,Incumbent
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.35,31,3.3533,0.8674,19.0905,N,,07/2015,Incumbent
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,58.27,31,11.9800,33.8001,79.2522,N,,07/2015,Incumbent
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,37.38,31,12.0875,17.2141,63.1510,N,,07/2015,Incumbent
51-8011.00,Nuclear Power Reactor Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.70,40,0.0822,2.5355,2.8679,N,,07/2014,Incumbent
51-8011.00,Nuclear Power Reactor Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,40,0.0000,,,N,,07/2014,Incumbent
51-8011.00,Nuclear Power Reactor Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,29.83,40,8.2175,16.1178,48.4673,N,,07/2014,Incumbent
51-8011.00,Nuclear Power Reactor Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,70.17,40,8.2175,51.5327,83.8822,N,,07/2014,Incumbent
51-8012.00,Power Distributors and Dispatchers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.47,17,0.0900,2.2792,2.6607,N,,08/2024,Incumbent
51-8012.00,Power Distributors and Dispatchers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,17,0.0000,,,N,,08/2024,Incumbent
51-8012.00,Power Distributors and Dispatchers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,53.01,17,9.0002,34.3981,70.8126,N,,08/2024,Incumbent
51-8012.00,Power Distributors and Dispatchers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,46.99,17,9.0002,29.1874,65.6019,N,,08/2024,Incumbent
51-8013.00,Power Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.78,18,0.0888,2.5914,2.9660,N,,08/2024,Incumbent
51-8013.00,Power Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,18,0.0000,,,N,,08/2024,Incumbent
51-8013.00,Power Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,22.13,18,8.8770,8.7484,45.7296,N,,08/2024,Incumbent
51-8013.00,Power Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,77.87,18,8.8770,54.2704,91.2516,N,,08/2024,Incumbent
51-8013.03,Biomass Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.61,47,0.1881,2.2310,2.9884,N,,08/2020,Incumbent
51-8013.03,Biomass Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,47,0.0000,,,N,,08/2020,Incumbent
51-8013.03,Biomass Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,39.03,47,18.8122,11.5329,75.8629,Y,,08/2020,Incumbent
51-8013.03,Biomass Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,60.97,47,18.8122,24.1371,88.4671,Y,,08/2020,Incumbent
51-8013.04,Hydroelectric Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.33,32,0.1515,2.0183,2.6363,N,,08/2024,Incumbent
51-8013.04,Hydroelectric Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,32,0.0000,,,N,,08/2024,Incumbent
51-8013.04,Hydroelectric Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,67.27,32,15.1522,33.5560,89.3215,N,,08/2024,Incumbent
51-8013.04,Hydroelectric Plant Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,32.73,32,15.1522,10.6785,66.4440,N,,08/2024,Incumbent
51-8021.00,Stationary Engineers and Boiler Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.32,21,0.1081,2.0898,2.5410,N,,08/2023,Incumbent
51-8021.00,Stationary Engineers and Boiler Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,21,0.0000,,,N,,08/2023,Incumbent
51-8021.00,Stationary Engineers and Boiler Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,68.46,21,10.8144,43.2985,86.0552,N,,08/2023,Incumbent
51-8021.00,Stationary Engineers and Boiler Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,31.54,21,10.8144,13.9448,56.7015,N,,08/2023,Incumbent
51-8031.00,Water and Wastewater Treatment Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.33,24,,,,,,08/2025,Occupational Expert
51-8031.00,Water and Wastewater Treatment Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,24,,,,,,08/2025,Occupational Expert
51-8031.00,Water and Wastewater Treatment Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,66.67,24,,,,,,08/2025,Occupational Expert
51-8031.00,Water and Wastewater Treatment Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,33.33,24,,,,,,08/2025,Occupational Expert
51-8091.00,Chemical Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.45,34,0.1889,2.0612,2.8297,N,,07/2015,Incumbent
51-8091.00,Chemical Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.93,34,5.2679,0.5227,33.8122,N,,07/2015,Incumbent
51-8091.00,Chemical Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,45.60,34,16.0300,18.3742,75.7355,N,,07/2015,Incumbent
51-8091.00,Chemical Plant and System Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,49.47,34,16.7057,20.0900,79.2268,N,,07/2015,Incumbent
51-8092.00,Gas Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.44,22,0.2018,2.0177,2.8569,N,,08/2023,Incumbent
51-8092.00,Gas Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,7.82,22,8.0173,0.8335,46.1464,N,,08/2023,Incumbent
51-8092.00,Gas Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,40.62,22,13.0026,18.2325,67.7309,N,,08/2023,Incumbent
51-8092.00,Gas Plant Operators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,51.56,22,14.9606,23.4430,78.7168,N,,08/2023,Incumbent
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.62,25,0.1677,2.2727,2.9650,N,,08/2023,Incumbent
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,25,0.0000,,,N,,08/2023,Incumbent
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,38.12,25,16.7720,12.4320,72.7686,N,,08/2023,Incumbent
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,61.88,25,16.7720,27.2314,87.5680,N,,08/2023,Incumbent
51-8099.01,Biofuels Processing Technicians,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.47,23,0.1287,2.2049,2.7387,N,,07/2016,Incumbent
51-8099.01,Biofuels Processing Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,23,0.0000,,,N,,07/2016,Incumbent
51-8099.01,Biofuels Processing Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,52.82,23,12.8695,27.7295,76.5683,N,,07/2016,Incumbent
51-8099.01,Biofuels Processing Technicians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,47.18,23,12.8695,23.4317,72.2705,N,,07/2016,Incumbent
51-9011.00,Chemical Equipment Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.53,22,0.1372,2.2473,2.8180,N,,07/2015,Incumbent
51-9011.00,Chemical Equipment Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,22,0.0000,,,N,,07/2015,Incumbent
51-9011.00,Chemical Equipment Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,46.73,22,13.7202,21.8064,73.4077,N,,07/2015,Incumbent
51-9011.00,Chemical Equipment Operators and Tenders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,53.27,22,13.7202,26.5923,78.1936,N,,07/2015,Incumbent
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.47,30,0.1086,2.2486,2.6930,N,,07/2015,Incumbent
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.43,30,0.4533,0.0479,3.6709,N,,07/2015,Incumbent
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,52.07,30,10.9631,30.6684,72.7340,N,,07/2015,Incumbent
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,47.51,30,10.9041,27.0106,68.8790,N,,07/2015,Incumbent
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.65,16,0.1454,2.3379,2.9579,N,,08/2024,Incumbent
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,16,0.0000,,,N,,08/2024,Incumbent
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,35.21,16,14.5438,12.2551,67.8992,N,,08/2024,Incumbent
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,64.79,16,14.5438,32.1008,87.7449,N,,08/2024,Incumbent
51-9022.00,"Grinding and Polishing Workers, Hand",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.40,17,0.2100,1.9537,2.8441,N,,08/2023,Incumbent
51-9022.00,"Grinding and Polishing Workers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,17,0.0000,,,N,,08/2023,Incumbent
51-9022.00,"Grinding and Polishing Workers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,60.11,17,21.0029,19.0490,90.6101,Y,,08/2023,Incumbent
51-9022.00,"Grinding and Polishing Workers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,39.89,17,21.0029,9.3899,80.9510,Y,,08/2023,Incumbent
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.30,17,0.1542,1.9765,2.6301,N,,08/2023,Incumbent
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,17,0.0000,,,N,,08/2023,Incumbent
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,69.67,17,15.4161,32.8509,91.5155,N,,08/2023,Incumbent
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,30.33,17,15.4161,8.4845,67.1491,N,,08/2023,Incumbent
51-9031.00,"Cutters and Trimmers, Hand",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.04,16,0.0342,1.9634,2.1092,N,,08/2019,Incumbent
51-9031.00,"Cutters and Trimmers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,16,0.0000,,,N,,08/2019,Incumbent
51-9031.00,"Cutters and Trimmers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,96.37,16,3.4224,76.7403,99.5341,N,,08/2019,Incumbent
51-9031.00,"Cutters and Trimmers, Hand",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,3.63,16,3.4224,0.4659,23.2597,N,,08/2019,Incumbent
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.48,40,0.1614,2.1545,2.8074,N,,07/2016,Incumbent
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,8.25,40,6.5724,1.5303,34.2374,N,,07/2016,Incumbent
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,35.40,40,11.5894,16.4312,60.4350,N,,07/2016,Incumbent
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,56.35,40,12.4185,31.7346,78.1838,N,,07/2016,Incumbent
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.26,39,0.1140,2.0252,2.4866,N,,07/2016,Incumbent
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,39,0.0000,,,N,,07/2016,Incumbent
